Change Open Price (%),Change Close Price (%),Change Trade Volume (%),Change Turnover (%),Revenue,Net Profit,Gross Profit,Total Assets,Total Liabilities,Equity,Export Change,Import Change,Sentiment Score,Loan Category
7.17,7.08,4.21,0.22,265.79,130.14,159.34,329.13,23.24,164.19,8.79,-9.33,0.64,3
8.38,9.47,0.85,3.12,204.2,106.29,172.6,380.22,21.0,165.3,8.58,-5.34,0.69,3
6.92,9.93,0.44,2.89,276.16,124.39,197.69,376.59,20.55,164.51,8.52,-7.48,0.66,3
7.3,7.63,3.26,2.93,284.21,129.34,174.51,391.46,23.44,195.29,6.17,-5.02,0.78,3
9.79,6.06,4.22,0.67,236.25,146.97,153.96,345.24,25.26,181.94,6.98,-9.8,0.63,3
5.71,9.91,2.15,0.15,272.25,138.33,173.15,317.54,22.05,196.38,9.16,-9.98,0.75,3
7.01,5.18,2.34,2.57,287.4,125.37,191.71,369.32,20.92,192.0,6.4,-8.85,0.67,3
9.97,8.45,1.2,3.94,276.66,114.25,156.24,361.84,23.95,189.67,7.56,-8.68,0.77,3
6.69,9.89,4.07,4.53,222.94,115.64,193.38,369.51,25.72,156.68,5.78,-5.67,0.71,3
5.98,5.1,4.18,1.47,276.4,119.22,153.7,313.1,25.85,191.11,9.88,-9.15,0.68,3
5.92,8.59,3.45,0.22,225.89,130.81,177.77,318.77,25.12,198.26,8.05,-6.82,0.67,3
5.57,6.42,4.9,1.94,234.35,130.58,186.0,355.98,29.38,179.66,6.98,-5.68,0.77,3
9.9,8.38,1.55,1.77,253.78,137.87,186.81,317.05,23.6,151.02,9.38,-8.04,0.8,3
9.71,6.81,0.99,3.1,285.86,106.97,167.98,356.15,28.97,171.68,9.26,-8.19,0.75,3
5.44,9.97,1.32,3.19,244.43,146.39,171.87,303.33,29.26,181.72,7.95,-7.77,0.6,3
7.41,6.99,4.21,0.72,297.86,132.38,151.98,379.24,25.35,164.37,9.04,-9.08,0.62,3
9.69,5.16,4.5,0.32,240.0,116.07,180.94,397.9,22.04,168.79,7.36,-9.96,0.76,3
9.67,5.12,1.51,2.02,259.43,109.0,198.98,370.75,28.48,175.1,7.39,-7.29,0.72,3
9.51,9.39,4.23,2.88,274.72,125.34,164.07,340.04,21.01,178.34,8.41,-7.55,0.78,3
8.83,6.52,1.32,3.06,284.09,100.52,173.57,321.79,23.33,187.86,6.62,-8.52,0.76,3
9.23,7.47,0.29,3.82,252.02,124.56,188.19,374.55,23.81,150.12,5.99,-7.57,0.7,3
6.75,8.07,2.53,1.01,253.81,137.36,174.86,379.28,28.68,185.73,5.86,-7.67,0.78,3
9.37,5.18,0.88,1.36,288.51,118.74,198.33,381.25,27.29,169.05,9.33,-7.83,0.64,3
8.01,7.63,1.02,3.16,205.46,101.7,173.72,399.91,29.47,180.74,9.99,-7.45,0.62,3
9.16,5.33,3.02,3.84,253.26,144.39,182.65,330.72,20.45,161.92,6.39,-6.78,0.64,3
6.89,5.99,3.72,2.94,229.75,102.45,152.79,397.74,29.84,195.11,9.91,-9.58,0.64,3
7.87,6.5,0.21,0.67,239.79,129.32,162.75,386.69,28.01,172.39,9.94,-8.5,0.77,3
7.05,5.98,3.27,4.28,242.86,123.93,194.46,362.49,26.96,167.06,9.67,-7.14,0.75,3
5.79,6.92,4.56,0.15,290.64,135.63,174.12,386.73,28.1,161.73,9.03,-7.26,0.77,3
9.74,7.85,4.94,0.1,223.04,112.69,183.64,388.31,26.4,164.34,8.33,-8.22,0.76,3
9.9,8.66,3.16,1.39,212.17,128.81,151.78,331.02,24.01,166.57,9.85,-5.99,0.78,3
5.45,9.59,4.93,3.58,279.97,101.52,159.03,356.56,25.65,162.11,9.46,-9.27,0.71,3
5.35,5.08,0.24,1.58,290.77,112.39,154.41,302.85,25.42,159.66,7.9,-8.33,0.61,3
7.13,9.64,0.64,0.58,282.02,133.17,151.24,386.72,29.52,163.31,9.46,-5.69,0.7,3
9.71,8.22,0.85,2.21,239.03,137.13,179.5,345.12,27.08,150.71,8.5,-5.14,0.66,3
6.71,8.91,4.68,1.56,260.43,124.05,165.85,377.19,26.94,159.38,6.42,-5.5,0.74,3
7.69,6.73,3.7,2.45,297.14,124.07,169.7,355.68,21.64,186.1,9.87,-7.44,0.73,3
8.27,7.93,1.72,3.93,297.77,131.3,171.56,371.3,21.94,164.0,7.93,-8.25,0.7,3
8.27,9.02,4.44,4.58,217.76,125.99,175.05,309.95,25.44,175.53,7.6,-8.44,0.74,3
5.92,10.0,3.56,3.59,212.64,139.55,186.49,394.45,21.49,151.04,7.37,-6.21,0.77,3
5.87,6.08,3.34,1.76,208.69,118.9,188.74,319.11,28.03,194.16,8.13,-5.17,0.68,3
9.09,5.96,1.17,0.11,217.39,133.5,181.68,339.56,27.55,197.15,8.72,-8.59,0.63,3
8.27,8.99,0.84,4.4,201.2,120.34,196.36,356.38,28.06,159.46,5.87,-8.07,0.65,3
5.87,5.7,3.45,3.1,293.69,121.13,153.67,340.35,25.6,194.73,5.24,-8.2,0.7,3
8.26,7.62,4.74,3.25,252.03,104.09,197.69,310.77,24.01,196.67,8.53,-5.18,0.71,3
7.89,8.9,3.58,3.37,204.7,106.83,150.33,396.81,23.58,156.68,9.22,-6.13,0.71,3
5.89,7.57,1.4,0.39,263.13,135.67,189.0,330.68,29.57,150.5,7.87,-9.35,0.7,3
7.91,5.28,2.32,3.64,248.44,146.4,158.06,368.91,21.13,175.33,7.33,-5.58,0.74,3
9.93,5.85,4.73,3.15,235.5,108.44,167.96,370.15,22.03,158.64,7.73,-8.71,0.79,3
5.1,5.0,1.99,0.87,269.63,110.56,174.56,306.62,23.57,198.1,9.55,-6.61,0.71,3
5.42,6.65,1.42,1.43,294.21,149.59,151.53,313.54,28.05,194.47,8.56,-6.52,0.76,3
8.53,9.89,4.97,4.07,213.5,115.41,199.08,319.44,22.39,181.0,9.43,-5.42,0.73,3
7.24,5.07,0.99,2.71,232.35,112.98,188.71,313.02,23.5,157.89,5.03,-9.54,0.6,3
9.67,7.39,3.0,1.43,249.11,127.49,183.03,342.22,28.79,157.08,5.12,-7.47,0.76,3
7.42,8.46,2.62,4.75,277.65,149.42,187.27,364.73,27.0,187.47,5.81,-8.65,0.76,3
8.53,9.34,1.14,1.45,295.19,101.26,179.25,373.68,25.32,165.94,8.22,-5.57,0.67,3
9.82,8.29,4.31,4.22,215.67,128.77,154.23,375.72,28.73,180.36,8.09,-5.56,0.78,3
5.38,5.31,1.78,2.85,202.72,108.31,197.49,388.24,26.47,155.78,8.21,-6.16,0.63,3
9.92,9.07,0.92,2.12,261.28,128.15,167.8,336.69,21.68,161.94,5.64,-6.44,0.69,3
7.86,6.92,2.22,0.35,222.33,133.04,180.28,380.61,26.27,181.49,9.01,-5.15,0.67,3
8.49,8.57,1.42,1.11,226.13,103.15,171.44,376.43,26.09,170.19,5.87,-8.88,0.67,3
6.29,8.38,0.74,4.82,207.81,121.1,193.79,323.58,20.72,160.17,5.97,-9.8,0.74,3
7.85,5.85,3.34,4.92,297.41,121.94,152.65,391.83,27.29,157.34,7.26,-5.4,0.68,3
7.34,5.27,1.12,4.91,276.14,144.66,183.52,301.03,22.22,166.55,9.38,-9.8,0.71,3
7.17,9.03,2.57,0.45,206.33,126.37,182.74,360.52,24.93,172.69,9.39,-8.0,0.78,3
7.19,7.02,0.93,4.78,228.12,114.42,150.07,390.63,27.92,173.4,5.56,-6.33,0.68,3
7.75,7.13,1.63,4.91,202.18,119.79,150.59,300.47,24.59,161.57,8.08,-9.21,0.75,3
9.57,5.02,2.86,1.36,228.6,116.08,180.78,351.95,26.32,157.91,7.48,-5.29,0.72,3
8.5,7.47,4.52,0.46,235.33,111.18,150.15,379.75,29.57,185.3,7.33,-6.69,0.74,3
6.28,6.11,4.4,2.41,222.98,139.89,178.15,347.75,26.8,177.35,5.29,-9.71,0.78,3
9.19,5.05,2.56,4.21,258.95,129.2,167.07,373.81,23.41,183.2,5.41,-6.67,0.68,3
7.84,6.6,3.37,1.51,239.02,122.31,154.44,324.36,28.39,159.83,9.27,-6.95,0.63,3
6.67,9.56,3.14,2.66,213.41,142.52,197.13,325.08,22.74,155.92,6.88,-9.41,0.72,3
6.71,5.77,0.92,0.28,241.35,120.99,194.73,386.87,23.02,191.33,8.86,-8.94,0.79,3
6.88,9.4,2.39,1.25,287.22,110.27,194.27,323.4,21.71,161.93,8.93,-7.27,0.68,3
5.46,5.37,2.6,0.91,294.25,141.62,158.45,346.65,26.88,158.68,5.59,-6.71,0.75,3
6.52,7.27,0.83,2.88,267.37,131.89,192.02,376.26,21.54,163.22,6.51,-7.49,0.74,3
8.68,7.33,0.95,4.54,283.92,124.94,158.48,376.36,23.85,169.55,9.24,-7.54,0.66,3
9.88,8.13,0.08,4.36,265.17,108.31,177.7,371.92,24.71,164.14,7.98,-5.48,0.71,3
9.27,9.88,3.34,2.19,269.34,105.23,187.04,351.67,20.25,157.13,9.51,-6.82,0.76,3
9.4,8.76,0.67,3.64,265.71,136.26,153.2,324.08,26.76,174.84,8.71,-7.46,0.68,3
12.78,11.86,7.35,9.32,450.64,161.85,256.48,438.58,11.27,283.46,13.42,-12.83,0.84,4
13.96,11.95,5.34,8.19,398.9,190.37,274.24,455.04,8.43,206.13,12.26,-13.97,0.82,4
10.43,10.25,5.31,9.67,391.95,176.28,299.22,403.14,6.78,251.29,14.11,-12.09,0.99,4
12.42,12.89,5.35,5.54,483.4,189.33,277.24,450.67,4.39,251.32,13.07,-12.06,0.88,4
14.61,14.76,5.41,5.87,393.01,184.73,206.19,496.33,16.8,252.41,11.59,-12.34,0.8,4
10.92,10.87,6.92,6.18,413.45,150.53,287.66,404.9,19.82,280.17,10.7,-11.48,0.92,4
10.17,11.45,6.3,8.89,498.2,184.3,285.69,484.09,0.03,269.43,10.94,-12.44,0.87,4
10.35,14.38,7.04,6.29,366.02,180.63,244.12,492.31,18.8,281.22,11.37,-11.53,0.92,4
12.9,10.93,8.33,8.01,492.52,198.73,210.53,409.43,16.66,259.66,13.81,-11.21,0.99,4
11.5,13.45,6.32,8.33,355.32,173.37,216.54,401.41,9.27,203.5,11.87,-12.58,0.82,4
12.74,11.37,8.72,7.92,353.39,169.46,220.87,457.1,19.76,283.2,14.29,-10.81,0.94,4
13.92,11.92,8.35,7.05,396.63,164.22,213.21,472.92,12.32,237.12,11.24,-13.3,1.0,4
13.56,12.18,6.14,6.11,338.72,164.64,215.68,446.53,1.49,224.79,10.09,-10.4,0.98,4
13.36,13.28,8.09,5.78,407.42,182.33,200.25,481.53,0.23,213.61,10.25,-10.98,0.85,4
12.99,11.75,9.44,9.95,403.3,171.05,253.65,443.38,10.86,215.31,12.7,-14.38,1.0,4
10.91,11.17,7.49,6.89,375.85,155.38,288.98,441.97,1.68,245.18,13.96,-10.74,0.98,4
11.67,14.57,8.07,9.17,384.94,185.26,281.23,405.13,0.45,254.32,12.32,-11.13,0.83,4
12.78,10.34,9.26,8.89,380.33,195.84,201.48,433.38,18.27,252.8,14.96,-11.6,1.0,4
13.9,11.98,7.89,6.3,302.63,166.18,253.08,447.52,1.54,205.06,10.38,-10.85,0.94,4
14.9,11.25,8.8,7.69,467.5,185.28,259.14,471.46,17.56,228.51,12.56,-12.47,0.89,4
13.98,13.11,8.58,7.83,492.11,197.92,264.8,473.51,19.02,247.91,11.84,-11.18,0.8,4
14.93,14.76,8.66,7.83,355.66,160.95,244.43,487.27,1.3,299.23,13.01,-11.45,0.95,4
11.34,11.21,6.01,8.07,441.2,171.74,234.6,418.38,16.68,210.5,10.08,-10.41,0.84,4
12.87,12.53,5.33,8.88,384.9,156.83,296.28,453.59,13.24,224.92,11.56,-10.12,0.94,4
13.73,14.54,9.87,7.65,349.15,192.67,284.81,454.51,11.68,281.16,12.82,-14.55,0.85,4
14.79,13.27,8.16,9.8,395.46,170.67,265.87,453.49,2.43,204.85,12.26,-13.8,0.96,4
10.56,12.98,7.23,5.73,345.79,159.36,263.8,438.12,14.44,204.09,11.8,-13.31,0.88,4
14.85,12.41,7.17,9.13,353.56,194.47,205.5,400.9,9.88,261.55,14.9,-12.67,0.9,4
13.33,10.41,6.14,5.68,456.66,185.6,212.5,491.41,1.98,262.13,10.84,-11.02,0.94,4
10.91,12.99,8.74,5.89,415.63,198.79,269.7,423.59,16.62,278.02,13.57,-11.2,0.96,4
14.89,12.28,8.81,5.69,409.31,155.03,258.3,477.68,10.1,224.34,10.36,-14.36,0.91,4
12.82,14.13,7.39,9.75,496.52,155.41,289.6,413.61,4.23,242.88,11.62,-12.04,0.93,4
11.76,10.74,9.53,9.38,371.46,189.03,248.12,448.5,8.96,210.58,13.06,-14.91,0.84,4
11.1,12.51,8.53,7.86,412.76,172.25,277.21,460.87,2.85,233.64,13.85,-12.66,0.89,4
11.26,11.83,8.95,9.83,331.96,196.33,275.58,443.44,5.09,214.62,14.05,-11.33,0.97,4
12.31,14.47,8.25,9.14,375.59,192.99,289.94,493.81,3.19,236.13,11.44,-14.08,0.82,4
10.83,13.06,8.66,9.55,360.27,160.62,215.3,411.86,5.89,264.45,14.94,-11.5,0.86,4
14.6,14.65,9.57,5.39,359.98,166.45,261.97,410.83,2.39,215.67,12.73,-14.46,0.8,4
10.2,14.19,5.62,5.76,479.95,194.1,297.18,485.26,3.34,275.13,13.03,-13.18,0.95,4
10.67,10.77,6.24,7.39,336.99,194.27,270.59,493.89,19.42,210.92,13.74,-12.37,1.0,4
12.58,10.25,8.51,7.42,385.92,168.58,229.34,417.88,12.96,241.55,14.3,-10.65,0.9,4
14.19,13.8,7.29,5.5,335.6,187.41,221.08,436.66,6.67,244.72,11.22,-11.25,0.95,4
12.0,11.95,8.35,8.83,375.56,162.23,229.99,485.45,6.31,268.45,12.1,-10.1,0.97,4
10.33,10.17,9.59,9.59,418.09,173.27,241.34,425.38,17.31,226.89,13.69,-10.12,0.96,4
11.19,10.26,5.62,8.77,327.2,195.22,240.86,496.84,4.27,268.44,10.22,-13.63,0.92,4
11.23,10.4,5.7,9.11,444.26,197.51,223.28,460.57,5.59,262.99,14.81,-12.93,0.81,4
13.05,10.37,7.69,7.06,443.31,167.1,236.41,429.29,11.87,222.3,10.52,-14.18,1.0,4
11.17,12.39,7.27,8.34,424.41,169.25,270.44,413.72,19.39,288.48,14.15,-11.5,0.96,4
13.87,10.16,9.07,9.36,403.08,182.61,272.49,485.67,11.29,296.15,11.87,-14.5,0.94,4
10.14,11.03,9.65,8.19,301.59,196.11,242.69,496.4,4.19,231.56,12.74,-11.82,0.87,4
10.44,13.67,5.14,9.86,437.37,193.71,297.83,460.76,3.3,223.51,13.38,-14.95,0.83,4
10.83,11.36,5.75,9.04,480.24,180.5,240.15,489.48,11.49,202.2,12.97,-14.09,0.89,4
12.09,10.05,8.0,7.42,325.39,179.05,284.21,465.28,0.18,201.65,10.45,-12.35,0.88,4
12.23,11.04,8.92,8.67,320.96,165.1,254.82,476.92,17.42,277.06,14.23,-13.93,0.93,4
13.09,11.45,5.39,9.72,492.67,191.88,223.17,408.93,1.78,298.68,14.64,-10.15,1.0,4
11.64,10.99,9.5,6.05,372.72,170.25,268.57,410.98,19.08,214.84,13.4,-12.52,0.9,4
10.93,11.78,9.37,6.54,349.38,153.26,233.71,484.66,1.5,280.07,12.62,-13.54,0.96,4
13.88,12.71,9.0,5.69,431.83,181.49,287.33,427.17,18.13,290.4,10.79,-10.33,0.99,4
12.21,14.8,8.36,9.65,438.74,154.0,252.83,405.36,8.5,212.61,11.72,-13.04,0.91,4
10.74,12.61,6.67,7.73,302.12,153.39,270.09,463.28,18.78,216.81,14.66,-10.35,0.88,4
10.38,10.28,8.22,8.72,464.4,160.53,215.54,426.22,3.58,271.27,11.86,-14.5,0.96,4
14.26,12.97,9.6,9.78,403.34,154.81,204.64,431.97,9.91,254.41,13.12,-10.03,0.99,4
14.6,12.99,5.57,8.39,462.22,157.44,281.32,444.99,9.16,207.89,11.69,-14.56,0.81,4
10.18,13.41,9.22,8.48,386.09,156.53,220.83,425.93,8.42,248.02,11.44,-12.53,0.89,4
11.26,11.62,5.18,7.52,479.34,153.2,222.23,429.65,3.42,262.26,10.6,-13.43,0.96,4
10.62,10.85,9.57,9.25,361.4,155.14,226.9,435.57,15.11,226.72,10.15,-13.68,0.85,4
12.17,12.85,8.99,6.94,470.9,191.03,220.8,401.27,4.98,259.28,10.61,-10.69,0.81,4
13.5,11.01,7.9,5.01,464.68,156.0,271.29,466.15,18.15,203.61,12.24,-13.01,0.84,4
11.61,14.61,7.5,9.73,388.83,169.61,257.61,421.87,13.49,258.04,12.16,-14.86,0.88,4
11.96,12.55,9.02,8.16,310.02,194.21,246.02,491.81,2.42,232.57,13.82,-10.22,0.92,4
14.98,11.38,8.4,6.56,421.89,196.57,265.65,433.12,12.54,216.8,12.06,-13.91,0.83,4
14.99,12.77,9.29,8.82,389.25,167.36,297.98,488.65,10.31,205.26,13.69,-12.03,0.91,4
14.96,13.47,5.4,5.63,370.15,150.24,210.95,440.88,5.7,280.71,12.96,-12.53,0.81,4
14.12,12.42,7.84,6.44,365.51,162.01,284.06,490.02,5.66,209.41,13.59,-13.14,0.84,4
11.05,13.82,7.58,5.86,394.99,162.1,234.62,406.34,12.14,288.93,10.64,-12.26,0.87,4
10.68,10.54,9.11,8.61,394.87,179.73,242.0,407.59,3.9,200.7,13.72,-12.56,0.94,4
14.14,14.91,9.18,6.21,465.2,189.96,231.1,499.71,1.96,256.95,12.74,-13.03,0.82,4
10.87,10.12,7.67,7.95,399.42,195.09,278.92,417.41,1.96,219.14,13.98,-11.78,0.81,4
12.98,13.68,5.95,7.96,433.43,189.7,210.33,451.33,2.12,279.45,11.53,-13.92,0.97,4
10.89,12.28,5.32,7.34,328.06,191.23,281.58,474.16,12.61,210.97,14.86,-13.73,0.87,4
14.63,13.46,7.33,8.95,327.01,188.21,201.36,498.85,5.05,298.08,11.82,-13.58,0.98,4
10.88,12.46,5.36,7.27,486.59,192.04,225.52,490.26,10.85,212.59,10.42,-14.45,0.88,4
14.53,14.76,7.98,8.13,321.48,194.77,210.61,420.66,2.25,236.05,10.26,-13.76,1.0,4
14.8,13.24,8.51,6.14,377.08,193.24,242.15,408.81,9.06,247.71,14.29,-13.52,0.95,4
13.76,10.97,9.74,6.13,307.3,180.06,213.04,483.81,19.0,229.25,12.44,-11.65,0.99,4
14.21,13.95,7.4,9.72,439.49,158.48,228.52,408.8,4.25,205.24,14.68,-10.06,1.0,4
14.12,14.27,6.63,7.39,456.42,183.59,276.28,445.49,15.41,256.56,13.99,-10.78,0.8,4
13.85,12.15,5.45,7.45,414.56,170.43,272.92,435.28,6.49,240.68,13.42,-10.42,0.99,4
14.63,11.65,8.2,6.0,391.19,178.79,234.21,495.81,7.34,235.15,13.85,-10.55,0.99,4
14.22,10.48,9.93,7.97,391.61,163.32,286.41,401.78,18.01,286.57,12.46,-13.4,0.97,4
13.09,10.67,7.9,7.73,416.01,161.86,216.99,423.08,11.56,255.67,14.58,-12.48,0.92,4
12.13,13.62,7.6,6.58,335.99,197.23,229.78,498.68,7.59,256.78,14.24,-10.3,0.9,4
11.34,12.44,7.76,8.01,463.67,153.6,207.34,495.43,7.09,256.84,11.69,-14.47,0.97,4
13.41,12.75,5.69,5.43,483.81,155.14,203.22,409.74,13.17,242.51,14.73,-14.51,0.87,4
13.71,12.24,9.1,9.28,443.17,176.29,251.07,428.29,10.38,238.98,10.57,-11.65,0.98,4
10.35,10.59,5.74,6.04,401.26,172.2,236.69,483.69,19.86,259.0,14.02,-10.66,0.94,4
12.04,10.23,9.47,7.95,497.02,169.74,266.96,455.09,3.94,285.13,12.22,-11.55,0.84,4
13.93,11.51,8.23,7.14,311.33,160.08,296.12,488.97,14.82,295.85,11.57,-11.07,0.83,4
10.0,12.5,7.81,7.87,380.61,167.61,276.63,428.73,13.57,296.62,11.21,-13.49,0.96,4
12.0,10.85,8.32,5.83,431.67,164.45,248.38,455.35,9.67,278.04,11.8,-13.82,0.89,4
13.83,14.37,5.39,8.96,324.52,170.51,283.1,404.56,1.31,225.5,13.88,-14.74,0.93,4
14.3,10.99,7.85,7.4,372.61,193.09,261.34,469.48,1.75,287.78,10.18,-13.51,0.9,4
11.72,14.88,5.73,7.22,461.21,171.87,210.17,457.83,1.97,274.07,13.65,-10.51,0.98,4
10.02,13.45,9.19,7.49,429.87,172.81,244.81,479.45,4.11,273.08,14.03,-13.63,0.88,4
14.78,14.62,8.62,8.77,314.62,188.83,283.17,473.08,4.14,289.27,10.08,-13.99,0.93,4
11.24,10.88,6.71,7.08,301.29,191.29,259.3,473.89,8.13,211.52,11.11,-14.51,0.88,4
10.31,11.97,8.21,5.0,359.24,194.44,218.67,435.93,16.04,215.4,10.6,-12.98,0.8,4
10.1,11.26,6.34,9.73,422.14,161.82,206.93,457.44,8.12,296.89,13.19,-10.98,0.83,4
14.68,13.62,9.19,9.86,360.35,175.14,201.12,459.12,12.36,222.84,12.94,-14.26,0.87,4
10.39,13.3,7.63,9.41,337.19,166.58,224.87,439.27,6.23,213.49,12.8,-13.79,0.88,4
14.75,12.49,6.99,8.24,452.53,198.87,207.26,427.71,7.97,284.96,12.84,-12.41,0.97,4
14.18,11.47,6.86,9.46,396.9,186.75,254.35,422.48,0.96,229.85,12.36,-13.43,0.91,4
14.08,12.79,5.84,7.18,452.36,176.91,236.05,447.14,8.29,233.97,12.6,-10.91,0.86,4
11.31,13.43,7.84,5.07,334.28,182.45,215.91,415.79,18.08,296.96,12.68,-12.48,0.88,4
14.5,13.67,5.77,5.26,427.06,176.11,211.44,464.72,14.29,274.45,14.49,-11.53,0.81,4
14.47,14.72,9.26,7.81,359.75,179.71,299.26,429.49,14.31,256.98,13.24,-12.22,0.81,4
12.67,10.25,5.45,8.94,375.34,199.46,293.08,466.26,16.13,299.83,13.89,-13.94,0.95,4
11.75,14.54,9.59,6.07,472.51,168.05,269.46,478.68,8.78,220.16,12.75,-10.95,0.84,4
10.4,13.48,7.78,7.47,398.83,176.76,200.47,467.94,17.85,277.25,14.45,-13.43,0.93,4
12.88,13.84,6.02,6.85,474.7,179.02,260.02,454.06,10.33,202.8,11.74,-11.21,0.97,4
13.3,12.19,9.06,5.03,444.5,190.81,202.3,466.12,17.31,231.4,10.67,-10.81,0.92,4
10.71,14.67,6.96,5.18,407.12,153.22,284.45,495.09,19.42,288.81,12.24,-10.12,0.9,4
11.92,14.93,8.88,8.2,338.34,161.83,295.43,449.91,2.04,209.18,10.43,-11.76,0.96,4
12.4,13.75,5.22,5.13,472.61,168.46,222.96,430.0,16.14,259.2,12.07,-12.66,0.87,4
13.62,13.59,9.86,5.91,371.85,161.6,242.45,424.06,10.06,291.9,11.25,-14.23,0.87,4
12.22,10.89,7.75,6.34,444.12,170.69,288.41,408.81,3.41,273.39,11.7,-12.36,0.97,4
12.82,11.53,5.52,7.32,482.96,197.07,245.87,400.21,7.28,212.1,11.59,-12.48,0.95,4
14.14,11.54,9.77,9.86,351.55,174.35,231.35,464.18,17.11,218.41,13.86,-10.1,0.97,4
14.62,14.12,7.24,8.52,337.06,193.4,287.64,442.72,11.19,290.91,14.27,-11.35,0.93,4
10.3,14.02,8.98,8.87,333.39,169.65,259.71,459.97,6.12,266.45,11.23,-10.51,0.82,4
13.25,12.43,7.7,6.94,346.21,176.38,274.87,426.24,0.99,258.33,11.86,-13.25,0.97,4
10.91,11.7,7.22,5.65,441.48,155.45,237.64,415.49,0.51,205.52,13.7,-11.22,0.94,4
11.91,11.15,7.3,6.29,325.95,179.78,254.46,417.52,3.75,247.15,13.65,-11.58,0.96,4
13.41,11.08,5.54,5.9,458.6,154.47,206.23,465.92,5.75,280.19,12.3,-14.7,0.85,4
11.85,13.97,9.18,8.01,422.14,181.96,233.98,425.26,7.99,251.97,10.08,-14.12,0.98,4
12.36,10.17,5.6,8.01,460.19,155.04,241.91,412.94,15.35,239.65,14.16,-10.91,0.91,4
10.32,12.6,6.75,6.85,477.42,155.12,208.26,407.12,8.34,252.76,11.45,-13.01,0.99,4
13.48,13.6,8.35,8.62,463.0,161.81,219.77,412.75,9.2,227.37,13.55,-12.55,0.98,4
10.44,13.77,5.35,9.47,487.58,191.49,289.69,472.04,4.06,216.47,12.72,-11.59,0.9,4
10.21,11.07,7.79,5.7,336.68,177.14,212.74,438.59,9.67,207.0,10.25,-12.22,0.96,4
13.52,12.97,7.04,7.77,446.15,188.89,262.24,420.84,0.96,274.16,11.53,-10.25,0.94,4
13.54,12.14,5.47,6.61,343.41,169.46,237.07,480.21,14.16,262.43,14.87,-11.31,0.95,4
12.93,10.29,7.71,5.24,375.08,150.57,218.69,404.27,16.31,292.46,14.41,-14.49,0.95,4
11.15,12.55,7.68,8.52,335.54,161.9,215.8,414.94,17.38,239.42,10.24,-12.41,0.99,4
14.49,11.27,5.97,9.41,456.65,178.09,218.56,440.73,2.09,232.99,11.52,-10.56,0.95,4
10.5,12.2,9.42,7.7,337.12,161.11,202.3,471.25,0.84,275.33,12.33,-13.87,0.82,4
13.32,12.53,6.62,5.75,360.62,173.1,251.77,453.62,17.83,283.07,12.97,-14.74,0.8,4
13.43,13.58,8.27,7.18,379.42,155.87,236.77,445.87,7.4,216.79,14.17,-14.33,0.86,4
14.15,10.99,9.64,5.56,360.01,151.46,204.77,439.32,18.34,226.02,12.46,-11.2,0.88,4
12.6,11.94,5.49,8.95,402.46,171.08,284.66,438.39,7.59,268.75,11.83,-14.6,0.9,4
13.67,14.96,9.74,5.04,469.39,182.74,274.51,418.43,15.99,256.42,12.64,-12.51,0.95,4
11.7,10.19,5.67,8.57,490.06,150.03,290.91,467.58,8.98,220.81,13.75,-12.01,0.9,4
13.82,12.21,8.11,9.27,420.53,185.16,255.39,431.53,13.11,210.47,11.03,-14.16,0.81,4
11.54,12.53,5.84,5.94,474.96,176.3,298.71,438.21,11.01,221.78,12.92,-13.09,0.9,4
13.91,10.27,9.31,6.73,335.2,180.29,285.22,462.87,19.61,270.62,12.69,-12.25,0.88,4
11.67,14.03,9.11,5.38,373.4,189.64,220.23,438.43,9.14,260.05,11.92,-10.7,0.89,4
12.3,14.23,6.75,8.03,319.24,159.54,243.08,415.29,1.99,277.77,11.65,-13.78,0.96,4
12.5,12.47,8.67,9.12,316.3,185.68,200.38,420.59,1.11,292.99,11.08,-13.2,0.97,4
13.38,13.12,9.72,6.4,422.22,185.55,223.49,446.18,9.04,288.37,14.88,-12.1,0.91,4
12.93,10.38,8.52,8.01,421.84,156.0,245.53,450.44,15.12,286.12,13.67,-10.27,0.99,4
12.84,10.36,5.13,6.67,362.51,179.68,274.32,430.48,11.17,222.47,10.76,-11.68,0.88,4
11.23,11.66,6.73,7.93,329.22,152.85,254.22,480.4,10.14,265.26,11.14,-10.95,0.82,4
10.67,14.3,7.83,7.29,334.06,167.24,257.36,471.29,6.71,222.13,10.25,-14.05,0.91,4
11.81,13.64,9.1,8.18,495.74,152.73,235.97,476.54,7.92,284.76,14.78,-10.78,0.87,4
10.35,14.37,9.43,6.25,384.06,181.28,210.66,406.64,12.97,285.44,10.15,-10.09,0.86,4
10.73,12.2,9.76,5.3,400.52,181.12,298.82,453.29,17.34,295.89,13.5,-14.17,0.96,4
12.53,14.39,8.11,6.28,475.4,153.95,212.23,473.43,19.57,244.3,13.22,-14.73,0.83,4
13.02,13.75,9.98,9.61,366.14,184.95,274.08,451.22,13.29,215.44,12.03,-10.92,0.89,4
14.71,14.84,6.27,7.5,382.26,160.36,255.18,452.15,16.0,291.1,11.81,-12.66,0.82,4
11.59,14.65,6.41,6.57,391.54,164.18,219.55,437.77,16.28,274.77,10.42,-11.88,0.89,4
11.49,10.64,5.22,6.78,309.58,151.76,285.03,462.96,18.74,237.79,10.92,-10.9,0.95,4
